City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,thaton,16.9206,97.3714,33.9,44,1,5.18,MM,2023-04-06
348,kanye,-24.9667,25.3327,22.69,41,0,4.53,BW,2023-04-06
349,ambilobe,-13.2,49.05,31.44,56,39,0.29,MG,2023-04-06
350,rawson,-43.3002,-65.1023,18.62,41,89,1.79,AR,2023-04-06
351,fairbanks,64.8378,-147.7164,-7.02,57,75,4.12,US,2023-04-06
352,smoky lake,54.1169,-112.4686,-5.6,93,60,4.12,CA,2023-04-06
353,siderno,38.2779,16.302,12.64,65,23,1.3,IT,2023-04-06
354,wakkanai,45.4094,141.6739,6.99,93,75,5.66,JP,2023-04-06
355,mirnyy,62.5353,113.9611,-5.98,79,100,7.15,RU,2023-04-06
356,aripuana,-9.1667,-60.6333,21.06,100,99,0.91,BR,2023-04-06
357,lata,40.1629,-8.3327,14.9,28,5,1.46,PT,2023-04-06
358,yatou,37.15,122.3833,11.14,46,100,3.08,CN,2023-04-06
359,lagoa,39.05,-27.9833,14.76,85,60,6.53,PT,2023-04-06
360,hongjiang,27.11,109.9956,15.52,73,100,1.18,CN,2023-04-06
361,ixtapa,20.7,-105.2,21.79,81,60,0.52,MX,2023-04-06
362,rudbar,30.15,62.6,29.04,7,0,1.47,AF,2023-04-06
363,la rioja,42.25,-2.5,3.88,17,3,2.0,ES,2023-04-06
364,barra da estiva,-13.6261,-41.3269,16.41,97,54,1.03,BR,2023-04-06
365,limbang,4.75,115.0,29.06,81,95,0.83,MY,2023-04-06
366,sabang,5.8933,95.3214,28.24,73,44,1.85,ID,2023-04-06
367,puerto del rosario,28.5004,-13.8627,18.86,68,20,8.23,ES,2023-04-06
368,dembi dolo,8.5333,34.8,29.73,20,99,1.76,ET,2023-04-06
369,quatre cocos,-20.2078,57.7625,30.06,69,65,4.11,MU,2023-04-06
370,inuvik,68.3499,-133.7218,-16.52,85,100,3.09,CA,2023-04-06
371,darnah,32.767,22.6367,21.16,40,93,6.68,LY,2023-04-06
372,nishihara,26.1842,127.7558,23.81,76,75,8.23,JP,2023-04-06
373,kruisfontein,-34.0033,24.7314,31.05,15,0,4.55,ZA,2023-04-06
374,saint stephen,50.3333,-4.9,11.2,87,40,8.23,GB,2023-04-06
375,furstenwalde,52.3667,14.0667,9.44,56,31,2.46,DE,2023-04-06
376,bestobe,52.4994,73.0975,18.24,21,0,5.57,KZ,2023-04-06
377,codo,-4.4553,-43.8856,21.52,99,96,0.61,BR,2023-04-06
378,victoria,22.2855,114.1577,28.44,87,30,1.34,HK,2023-04-06
379,broome,42.2506,-75.833,16.49,89,96,2.24,US,2023-04-06
380,coquimbo,-29.9533,-71.3436,12.85,100,0,2.06,CL,2023-04-06
381,strezhevoy,60.7333,77.5889,0.03,84,100,6.28,RU,2023-04-06
382,chabahar,25.2919,60.643,25.6,47,0,4.16,IR,2023-04-06
383,emerald,-23.5333,148.1667,28.52,50,73,3.54,AU,2023-04-06
384,san vicente,-26.6167,-54.1333,16.37,99,100,1.97,AR,2023-04-06
385,kapuskasing,49.4169,-82.4331,-0.95,74,100,10.29,CA,2023-04-06
386,comodoro rivadavia,-45.8667,-67.5,13.92,44,0,5.14,AR,2023-04-06
387,vao,-22.6667,167.4833,25.4,75,0,10.34,NC,2023-04-06
388,alofi,-19.0595,-169.9187,24.94,88,12,1.03,NU,2023-04-06
389,vostok,46.4856,135.8833,1.42,98,100,1.51,RU,2023-04-06
390,palasa,18.7667,84.4167,30.91,65,12,3.43,IN,2023-04-06
391,prince rupert,54.3161,-130.3201,6.83,86,100,15.43,CA,2023-04-06
392,sao filipe,14.8961,-24.4956,22.41,77,100,3.16,CV,2023-04-06
393,harper,4.375,-7.7169,28.77,71,73,2.23,LR,2023-04-06
394,senador guiomard,-10.1522,-67.7392,21.86,98,100,0.95,BR,2023-04-06
395,kunyang,27.6658,120.5658,13.91,87,100,2.01,CN,2023-04-06
396,vieques,18.425,-65.8329,25.06,73,75,6.69,PR,2023-04-06
397,bela vista de goias,-16.9728,-48.9533,18.64,92,18,1.5,BR,2023-04-06
398,avera,33.194,-82.5271,20.03,93,97,2.89,US,2023-04-06
399,puerto narino,-3.7703,-70.3831,21.64,99,66,0.22,CO,2023-04-06
400,fort nelson,58.8053,-122.7002,-2.25,76,75,1.03,CA,2023-04-06
401,ushumun,52.7833,126.5333,-2.08,90,100,7.07,RU,2023-04-06
402,viedma,-40.8135,-62.9967,18.28,65,100,6.99,AR,2023-04-06
403,zyryanka,65.75,150.85,-8.83,95,100,4.55,RU,2023-04-06
404,valkeala,60.9401,26.7979,3.22,75,20,3.6,FI,2023-04-06
405,nioro,13.35,-15.75,28.82,16,35,4.15,GM,2023-04-06
406,codrington,-38.2667,141.9667,16.59,81,100,4.43,AU,2023-04-06
407,yuanping,38.7153,112.7575,11.63,26,32,7.65,CN,2023-04-06
408,dergachi,51.2328,48.7659,18.11,36,76,5.92,RU,2023-04-06
409,bonthe,7.5264,-12.505,27.63,68,40,0.9,SL,2023-04-06
410,yurty,56.0498,97.6348,3.82,69,100,3.46,RU,2023-04-06
411,monte redondo,39.8993,-8.8317,15.72,35,5,2.12,PT,2023-04-06
412,zunheboto,25.9667,94.5167,23.52,28,1,1.96,IN,2023-04-06
413,guilin,25.2819,110.2864,18.06,71,69,4.76,CN,2023-04-06
414,tautira,-17.7333,-149.15,28.13,67,15,4.85,PF,2023-04-06
415,jurm,36.8648,70.8342,11.66,53,100,0.96,AF,2023-04-06
416,sigulda,57.1519,24.8647,8.5,79,99,3.44,LV,2023-04-06
417,tezu,27.9167,96.1667,29.13,36,62,1.54,IN,2023-04-06
418,nioki,-2.7167,17.6833,23.57,89,100,1.34,CD,2023-04-06
419,port lincoln,-34.7333,135.8667,18.04,70,100,7.16,AU,2023-04-06
420,rotherham,53.4301,-1.3568,11.0,76,98,5.6,GB,2023-04-06
421,dudinka,69.4058,86.1778,-27.99,92,70,6.07,RU,2023-04-06
422,otaru,43.1894,141.0022,10.91,91,100,3.97,JP,2023-04-06
423,garissa,-0.4536,39.6401,30.54,55,51,2.85,KE,2023-04-06
424,ormara,25.2088,64.6357,24.81,65,0,4.67,PK,2023-04-06
425,mingaora,34.7758,72.3625,19.99,43,99,1.79,PK,2023-04-06
426,husavik,66.0449,-17.3389,-0.28,94,100,1.11,IS,2023-04-06
427,hobyo,5.3505,48.5268,30.49,60,76,4.85,SO,2023-04-06
428,pringsewu,-5.3582,104.9744,27.39,78,97,0.75,ID,2023-04-06
429,sedalia,38.7045,-93.2283,3.95,56,0,1.54,US,2023-04-06
430,touros,-5.1989,-35.4608,24.13,91,100,3.93,BR,2023-04-06
431,lima,-12.0432,-77.0282,24.14,88,0,5.14,PE,2023-04-06
432,aswan,24.0934,32.907,26.61,22,0,6.17,EG,2023-04-06
433,gornopravdinsk,60.05,69.9,-0.1,80,92,6.2,RU,2023-04-06
434,hudiksvall,61.729,17.1036,2.49,71,81,2.41,SE,2023-04-06
435,binga,-17.6203,27.3414,26.51,53,56,4.12,ZW,2023-04-06
436,tindwari,25.6167,80.5333,36.75,10,13,3.93,IN,2023-04-06
437,xingtai,37.0631,114.4942,17.9,27,53,4.25,CN,2023-04-06
438,tombouctou,20.0,-3.0,25.64,18,98,6.09,ML,2023-04-06
439,bathsheba,13.2167,-59.5167,26.34,78,40,7.72,BB,2023-04-06
440,chudovo,59.1167,31.6833,5.46,80,100,3.49,RU,2023-04-06
441,tongren,27.7172,109.1853,16.25,68,96,1.77,CN,2023-04-06
442,basco,20.4487,121.9702,25.88,72,8,4.64,PH,2023-04-06
443,tupik,54.4253,119.9327,-8.15,79,100,4.45,RU,2023-04-06
444,devonport,-41.1667,146.35,16.96,87,100,4.98,AU,2023-04-06
445,malanje,-9.5402,16.341,20.45,85,99,1.77,AO,2023-04-06
446,abalak,58.1286,68.5944,1.46,96,100,5.69,RU,2023-04-06
447,chegem,43.2833,43.1333,-1.93,94,99,1.81,RU,2023-04-06
448,treuchtlingen,48.95,10.9167,6.1,46,3,2.62,DE,2023-04-06
449,luderitz,-26.6481,15.1594,21.89,65,48,3.36,NA,2023-04-06
450,chara,56.9064,118.2631,-9.1,52,34,1.17,RU,2023-04-06
451,le mars,42.7942,-96.1656,-4.57,79,0,2.57,US,2023-04-06
452,geelong,-38.1471,144.3607,21.15,72,100,8.75,AU,2023-04-06
453,lungi,9.2212,-12.6831,28.65,49,66,1.11,SL,2023-04-06
454,katangli,51.7102,143.2326,-2.61,88,100,2.01,RU,2023-04-06
455,sisimiut,66.9395,-53.6735,-15.14,69,89,5.34,GL,2023-04-06
456,yerbogachen,61.2767,108.0108,-3.01,85,100,6.52,RU,2023-04-06
457,araouane,18.9048,-3.5265,26.06,17,98,5.7,ML,2023-04-06
458,noshiro,40.2039,140.0242,15.46,85,100,4.69,JP,2023-04-06
459,san pedro,14.35,121.0167,32.57,57,20,2.57,PH,2023-04-06
460,yabrud,33.9674,36.6574,11.9,36,0,1.7,SY,2023-04-06
461,saint anthony,45.0205,-93.218,-4.21,73,0,6.69,US,2023-04-06
462,volax,41.3167,24.0,6.02,63,54,1.18,GR,2023-04-06
463,odesskoye,54.2111,72.9651,15.61,43,5,4.63,RU,2023-04-06
464,korocha,50.8107,37.1953,13.4,57,100,5.98,RU,2023-04-06
465,the valley,18.217,-63.0578,24.34,75,100,9.98,AI,2023-04-06
466,cayenne,4.9333,-52.3333,22.02,94,0,0.0,GF,2023-04-06
467,bubaque,11.2833,-15.8333,25.46,66,78,2.29,GW,2023-04-06
468,kuandian,40.7286,124.7847,11.03,27,97,3.41,CN,2023-04-06
469,jinchang,38.4953,102.1739,9.25,14,17,5.47,CN,2023-04-06
470,linqiong,30.4159,103.4609,20.9,29,25,2.88,CN,2023-04-06
471,nassau,40.7507,-73.5829,11.96,91,100,1.54,US,2023-04-06
472,ulaangom,49.9811,92.0667,-4.99,66,32,3.0,MN,2023-04-06
473,petropavl,54.8753,69.1628,15.99,36,0,5.0,KZ,2023-04-06
474,mbandaka,0.0487,18.2603,26.95,70,100,2.46,CD,2023-04-06
475,ust-tsilma,65.441,52.1498,-8.21,80,87,1.89,RU,2023-04-06
476,san nicolas,18.1725,120.5953,30.95,62,40,4.63,PH,2023-04-06
477,sinnamary,5.3833,-52.95,24.87,70,98,4.99,GF,2023-04-06
478,maltahohe,-24.8333,16.9833,29.55,12,23,4.99,NA,2023-04-06
479,sassandra,4.95,-6.0833,28.98,70,48,1.78,CI,2023-04-06
480,kudahuvadhoo,2.6708,72.8944,28.09,66,5,0.96,MV,2023-04-06
481,boa vista,2.8197,-60.6733,24.99,73,20,6.69,BR,2023-04-06
482,yar-sale,66.8333,70.8333,-22.56,88,7,6.33,RU,2023-04-06
483,ulladulla,-35.35,150.4667,19.87,76,100,4.44,AU,2023-04-06
484,changzhou,31.7833,119.9667,10.18,94,100,2.25,CN,2023-04-06
485,westport,41.1415,-73.3579,12.02,92,100,3.6,US,2023-04-06
486,clonakilty,51.6231,-8.8706,7.56,76,27,3.54,IE,2023-04-06
487,hervey bay,-25.2986,152.8535,23.95,71,100,5.04,AU,2023-04-06
488,bontang,0.1333,117.5,27.61,75,85,2.33,ID,2023-04-06
489,livingston,55.9029,-3.5226,8.78,87,20,4.12,GB,2023-04-06
490,te anau,-45.4167,167.7167,4.63,92,34,1.84,NZ,2023-04-06
491,lingdong,46.5669,131.1453,10.18,21,95,2.23,CN,2023-04-06
492,alta floresta,-9.8756,-56.0861,20.19,98,55,1.11,BR,2023-04-06
493,ambon,-3.6954,128.1814,25.08,94,40,1.54,ID,2023-04-06
494,novaya igirma,57.1334,103.9112,-0.18,70,100,4.49,RU,2023-04-06
495,pampas,-12.4,-74.9,6.21,78,12,2.53,PE,2023-04-06
496,pacifica,37.6138,-122.4869,9.52,86,100,2.24,US,2023-04-06
497,cochrane,51.1834,-114.4687,-3.42,86,75,0.0,CA,2023-04-06
498,dymer,50.7865,30.3026,12.75,83,100,6.62,UA,2023-04-06
499,dunedin,-45.8742,170.5036,8.22,66,18,3.13,NZ,2023-04-06
500,marrakesh,31.6315,-8.0083,14.04,88,100,2.06,MA,2023-04-06
501,lavrentiya,65.5833,-171.0,-26.78,98,35,2.79,RU,2023-04-06
502,puerto penasco,31.3167,-113.5333,17.05,32,22,5.27,MX,2023-04-06
503,mecca,21.4267,39.8261,32.44,34,6,4.12,SA,2023-04-06
504,zhuhai,22.2769,113.5678,28.25,94,40,3.6,CN,2023-04-06
505,sioux lookout,50.1001,-91.917,-11.96,92,100,4.12,CA,2023-04-06
506,margate,51.3813,1.3862,9.94,93,100,2.24,GB,2023-04-06
507,raudeberg,61.9875,5.1352,7.37,67,0,2.08,NO,2023-04-06
508,joshimath,30.5667,79.5667,17.05,40,78,4.32,IN,2023-04-06
509,vestmannaeyjar,63.4427,-20.2734,3.55,87,40,0.51,IS,2023-04-06
510,pinhao,-25.6956,-51.6597,14.87,98,100,2.53,BR,2023-04-06
511,loksa,59.5764,25.7214,3.29,91,100,5.19,EE,2023-04-06
512,half moon bay,37.4636,-122.4286,9.62,82,100,0.0,US,2023-04-06
513,aldan,58.6031,125.3894,-12.68,81,100,3.4,RU,2023-04-06
514,faya,18.3851,42.4509,21.06,46,13,4.92,SA,2023-04-06
515,stettler,52.3168,-112.7186,-8.14,100,47,2.57,CA,2023-04-06
516,xining,36.6167,101.7667,9.45,15,50,2.72,CN,2023-04-06
517,chippewa falls,44.9369,-91.3929,-2.57,72,100,6.17,US,2023-04-06
518,miri,4.4148,114.0089,29.08,74,40,2.57,MY,2023-04-06
519,vestmanna,62.1564,-7.1664,6.51,93,100,1.03,FO,2023-04-06
520,banda aceh,5.5577,95.3222,28.85,70,86,2.23,ID,2023-04-06
521,yakeshi,49.2833,120.7333,-2.56,54,100,10.36,CN,2023-04-06
522,erzin,36.9559,36.2,14.94,77,67,7.07,TR,2023-04-06
523,thunder bay,48.4001,-89.3168,-3.01,68,100,6.69,CA,2023-04-06
524,czluchow,53.6672,17.3588,4.43,46,66,2.29,PL,2023-04-06
525,warmbad,-28.45,18.7333,31.79,7,39,3.09,NA,2023-04-06
526,koroni,36.8,21.95,13.84,65,3,7.09,GR,2023-04-06
527,kawalu,-7.3817,108.2082,26.75,74,98,2.1,ID,2023-04-06
528,terney,45.0503,136.6092,3.78,98,100,2.24,RU,2023-04-06
529,ponazyrevo,58.3578,46.3142,3.88,55,98,4.01,RU,2023-04-06
530,zdvinsk,54.7021,78.661,10.16,61,8,5.29,RU,2023-04-06
531,puerto colombia,10.9878,-74.9547,25.05,82,13,11.43,CO,2023-04-06
532,camacha,33.0833,-16.3333,15.68,67,20,8.23,PT,2023-04-06
533,kemijarvi,66.7131,27.4306,0.69,100,93,3.1,FI,2023-04-06
534,evensk,61.95,159.2333,-12.65,93,29,3.15,RU,2023-04-06
535,menongue,-14.6585,17.691,26.13,47,78,3.56,AO,2023-04-06
536,tessalit,20.1986,1.0114,30.18,8,66,3.5,ML,2023-04-06
537,alihe,50.5667,123.7167,2.89,45,100,4.73,CN,2023-04-06
538,marystown,47.1666,-55.1483,-2.86,100,100,5.82,CA,2023-04-06
539,ugoofaaru,5.6667,73.0,28.29,72,7,2.47,MV,2023-04-06
540,cairo,30.0626,31.2497,23.42,28,0,2.57,EG,2023-04-06
541,narasannapeta,18.4167,84.05,32.66,57,4,7.46,IN,2023-04-06
542,gizo,-8.103,156.8419,27.79,78,98,1.5,SB,2023-04-06
543,gomel,52.4345,30.9754,13.99,68,0,9.0,BY,2023-04-06
544,mayor pablo lagerenza,-19.9309,-60.7718,20.27,95,100,2.65,PY,2023-04-06
545,farafangana,-22.8167,47.8333,25.25,84,100,2.34,MG,2023-04-06
546,amberley,39.2048,-84.428,9.97,78,100,5.66,US,2023-04-06
547,tucuman,-26.8241,-65.2226,19.0,100,100,1.54,AR,2023-04-06
548,verkhoyansk,67.5447,133.385,-13.59,85,100,0.84,RU,2023-04-06
549,newcastle,-32.9272,151.7765,20.95,78,91,2.06,AU,2023-04-06
550,iqaluit,63.7506,-68.5145,-18.15,78,100,4.12,CA,2023-04-06
551,oissel,49.3333,1.1,11.34,87,100,4.63,FR,2023-04-06
552,lisakovsk,52.5369,62.4936,15.76,43,68,2.82,KZ,2023-04-06
553,rio grande city,26.3798,-98.8203,16.88,88,100,5.15,US,2023-04-06
554,bunia,1.5667,30.25,25.74,55,100,3.85,CD,2023-04-06
555,sulangan,11.1373,123.7228,27.04,74,99,3.87,PH,2023-04-06
556,tual,-5.6667,132.75,26.17,83,100,11.05,ID,2023-04-06
557,twentynine palms,34.1356,-116.0542,12.18,25,63,1.96,US,2023-04-06
558,tula,54.2044,37.6111,9.89,75,100,6.31,RU,2023-04-06
559,vrangel,42.7297,133.0839,4.62,96,100,2.08,RU,2023-04-06
560,adrar,20.5022,-10.0711,19.42,43,18,6.48,MR,2023-04-06
561,nautla,20.2167,-96.7833,23.28,95,27,4.38,MX,2023-04-06
562,kindu,-2.95,25.95,27.38,59,100,2.46,CD,2023-04-06
563,san cristobal,7.7669,-72.225,19.45,80,93,0.77,VE,2023-04-06
564,ferry pass,30.5102,-87.2125,22.99,96,100,2.57,US,2023-04-06
565,kijang,35.2442,129.2139,15.85,71,78,6.54,KR,2023-04-06
566,chapais,49.7834,-74.8492,-4.12,95,100,5.42,CA,2023-04-06
